Sample,Name,Origin,Species,lat,long,Type,Flower_time (day)
R4805,Warszawski,Poland,Brassica napus L.,50.0166667,20.9833336,Winter,181
R4806,Boh 785,Poland,Brassica napus L.,50.3,18.9666672,Winter,184
R4807,Zachodni,Poland,Brassica napus L.,51.75,18.083334,Spring,164
R4808,Gn-33/84,Poland,Brassica napus L.,54.2,16.1833324,Winter,182
R4809,Kutnowski,Poland,Brassica napus L.,51.2,16.2000008,Winter,179
R4810,Mah 232,Poland,Brassica napus L.,53.4833333,18.7666664,Winter,184
R4811,Poh 185,Poland,Brassica napus L.,54.45,17.0333328,Winter,184
R4812,"Mah 1, Jantar",Poland,Brassica napus L.,50.2053079,19.2749977,Winter,187
R4813,K 626/72,Poland,Brassica napus L.,49.95,18.583334,Winter,180
R4814,Borowski,Poland,Brassica napus L.,50.9008333,15.7252779,Winter,183
R4815,Gorczanski,Poland,Brassica napus L.,49.6333333,20.7166672,Winter,181
R4816,K 2040,Poland,Brassica napus L.,52.2166667,18.2666664,Winter,183
R4817,Boh 887,Poland,Brassica napus L.,51.4,19.6833324,Winter,180
R4818,unknown,Poland,Brassica napus L.,52.8,18.2666664,Winter,NA
R4819,79/73,Poland,Brassica napus L.,51.4,16.2000008,Winter,180
R4820,Bk 1098/89,Poland,Brassica napus L.,52.1666667,22.2999992,Winter,182
R4821,Boh 1087,Poland,Brassica napus L.,53.15,16.75,Winter,182
R4822,Bravo Nova,Poland,Brassica napus L.,50.2422648,19.1392136,Winter,184
R4823,Poh 385,Poland,Brassica napus L.,50.9333333,21.3999996,Winter,184
R4824,Pur 1,Poland,Brassica napus L.,50.3,19.0333328,Winter,181
R4825,Slonski,Poland,Brassica napus L.,51.65,17.8166676,Winter,184
R4826,Boh 2,Poland,Brassica napus L.,53.3333333,15.0500002,Winter,184
R4827,"Tomek, Our 182",Poland,Brassica napus L.,51.6666667,19.3666668,Winter,183
R4828,unknown,Poland,Brassica napus L.,52.55,17.6000004,Winter,186
R4829,Bkh 1,Poland,Brassica napus L.,54.0994444,22.9330559,Winter,180
R4830,"Boh 585, Boh 5",Poland,Brassica napus L.,51.6661673,16.0844994,Winter,182
R4831,Granulo,Poland,Brassica napus L.,51.1333333,23.5,Winter,182
R4832,Ma 58,Poland,Brassica napus L.,51.5333333,20.0166664,Winter,184
R4833,Mah 182,Poland,Brassica napus L.,49.7833333,22.7833328,Winter,184
R4834,Orriba,Poland,Brassica napus L.,50.5666667,22.0499992,Spring,156
R4835,Pob 182,Poland,Brassica napus L.,50.7166667,23.25,Winter,182
R4836,Rod 188/73,Poland,Brassica napus L.,50.35,18.2000008,Winter,181
R4837,Rod 237/74,Poland,Brassica napus L.,53.1833333,22.083334,Winter,182
R4838,Mah 587,Poland,Brassica napus L.,51.85,16.583334,Winter,184
R4839,Nusi,Poland,Brassica napus L.,50.05,18.7000008,Winter,183
R4840,Pob 181,Poland,Brassica napus L.,51.3666667,19.3833332,Winter,182
R4841,Ma 789,Poland,Brassica napus L.,50.2833333,21.416666,Winter,183
R4842,Baltia,Poland,Brassica napus L.,50.45,18.8666668,Winter,184
R4843,Boh 1187,Poland,Brassica napus L.,50.85,16.5,Winter,183
R4844,unknown,Poland,Brassica napus L.,54.1,18.7999992,Spring,170
R4845,Janpol,Poland,Brassica napus L.,50.4,18.9500008,Winter,173
R4846,Ma 121,Poland,Brassica napus L.,50.0833333,18.2000008,Winter,182
R4847,Rod 8466/75,Poland,Brassica napus L.,50.3236556,19.1322613,Winter,184
R4848,unknown,Poland,Brassica napus L.,51.85,19.416666,Winter,181
R4849,unknown,Poland,Brassica napus L.,52.0333333,23.1333332,Winter,180
R4850,Wipol,Poland,Brassica napus L.,53.8288257,22.3645592,Winter,182
R4851,Czyzowska,Poland,Brassica napus L.,50.2833333,18.916666,Spring,160
R4852,Pb 1065,Poland,Brassica napus L.,52.1716156,20.8063889,Winter,165
R4853,"Mar, Mah 386",Poland,Brassica napus L.,53.0833333,21.5666676,Winter,187
R4854,Boh 685,Poland,Brassica napus L.,51.0666667,21.0666676,Winter,183
R4855,unknown,Poland,Brassica napus L.,50.5,19.4333324,Winter,NA
R4856,unknown,Romania,Brassica napus L.,45.7494444,21.2272224,Spring,180
R4857,"Ratona, Lv 609-76",Romania,Brassica napus L.,44.3166667,23.7999992,Winter,184
R4858,unknown,Romania,Brassica napus L.,44.1833333,28.6499996,Spring,161
R4859,Oana,Romania,Brassica napus L.,45.45,28.0499992,Winter,NA
R4860,unknown,Russian Federation,Brassica napus L.,48.4808333,135.0927734,Spring,173
R4861,unknown,Russian Federation,Brassica napus L.,48.4430556,135.1355591,Winter,182
R4862,Siberian,Russian Federation,Brassica napus L.,51.7847222,55.0986099,Winter,187
R4863,unknown,Russian Federation,Brassica napus L.,53.75,87.0999985,Winter,176
R4864,unknown,Turkey,Brassica napus L.,38.963745,35.243322,Winter,183
R4865,Nemercanskij 2268,Ukraine,Brassica napus L.,50.4333333,30.5166664,Winter,181
R4866,unknown,Ukraine,Brassica napus L.,50,36.25,Spring,166
R4867,unknown,Ukraine,Brassica napus L.,46.4774726,30.7326221,Spring,161
R4868,Vinnickij Mestnyj,Ukraine,Brassica napus L.,47.8166667,35.1833344,Winter,180
R4869,unknown,Ukraine,Brassica napus L.,47.9166667,33.3499985,Spring,167
R4870,Muitnizkij,Ukraine,Brassica napus L.,46.9666667,32,Winter,182
R4871,Elsom's Giant Broadleaf Rape Seed,United Kingdom,Brassica napus L.,51.5084153,-0.1255327,Winter,175
R4872,Maris Haplona,United Kingdom,Brassica napus L.,52.4666667,-1.9166667,Spring,163
R4873,Gazelle,United Kingdom,Brassica napus L.,55.8333333,-4.25,Winter,181
R4874,Canard,United Kingdom,Brassica napus L.,53.4166667,-3,Winter,184
R4875,Dwarf Essex,United Kingdom,Brassica napus L.,53.7964813,-1.5478492,Winter,184
R4876,"English Giant, Giant Winter, Gartons Early Giant",United Kingdom,Brassica napus L.,53.38297,-1.4659023,Winter,183
R4877,Rape Kale,United Kingdom,Brassica napus L.,55.95,-3.2,Winter,186
R4878,Fido,United Kingdom,Brassica napus L.,51.45,-2.5833333,Spring,161
R4879,Hungry Gap,United Kingdom,Brassica napus L.,52.4065556,-1.5121651,Winter,187
R4880,Leader,United Kingdom,Brassica napus L.,53.7445995,-0.3352547,Winter,183
R4881,Hobson,United Kingdom,Brassica napus L.,51.48,-3.1800001,Winter,185
R4882,Extra Tall,United Kingdom,Brassica napus L.,53.7833333,-1.75,Winter,184
R4883,Giant X R 707,United Kingdom,Brassica napus L.,54.5833333,-5.9333334,Winter,183
R4884,Magnus,United Kingdom,Brassica napus L.,53,-2.1833334,Winter,182
R4885,Lair,United Kingdom,Brassica napus L.,52.5833333,-2.1333332,Winter,185
R4886,Leadol,United Kingdom,Brassica napus L.,52.9333333,-1.5,Winter,NA
R4887,Bishop,United Kingdom,Brassica napus L.,52.5,-2.0833333,Winter,183
R4888,Essex Broad Leaved,United Kingdom,Brassica napus L.,52.25,-0.8833333,Winter,NA
R4889,Susana,United Kingdom,Brassica napus L.,50.8090806,-1.0714245,Winter,183
R4890,unknown,Yugoslavia,Brassica napus L.,32.636499,-115.522873,Winter,182
R4891,Cubs Root,Korea,Brassica napus L.,37.663998,127.978458,Semi-winter,168
R4892,Nakate Chousen,Korea,Brassica napus L.,36.838406,128.752495,Semi-winter,170
R4893,Wase Chousen,Korea,Brassica napus L.,36.645924,129.218914,Semi-winter,171
R4894,Daichousen (fuku),Korea,Brassica napus L.,38.077913,125.417645,Semi-winter,173
R4895,Daichousen (nakano),Korea,Brassica napus L.,37.765918,125.879071,Semi-winter,174
R4896,Zairai Chousenshu,Korea,Brassica napus L.,38.663618,127.768719,Semi-winter,176
R4897,Ceska,Czech Republic,Brassica napus L.,49.817492,15.472962,Spring,166
R4898,koraba (Kohlrabi),Croatia,Brassica napus L.,45.1,15.2,Winter,NA
R4899,NingYou 7,Viet Nam,Brassica napus L.,14.058324,108.277199,Spring,162
R4900,Ostgota 2,Sweden,Brassica napus L.,59.3325765,18.0649033,Winter,NA
R4901,Vestal 26,Sweden,Brassica napus L.,57.7071623,11.9667931,Winter,183
R4902,Viktor,Sweden,Brassica napus L.,55.6058691,13.0007315,Winter,182
R4903,Weibull 955,Sweden,Brassica napus L.,59.8585015,17.6454277,Winter,182
R4904,Ww 1101,Sweden,Brassica napus L.,59.4031612,17.9447937,Winter,184
R4905,Ww 1105,Sweden,Brassica napus L.,59.6161738,16.5527592,Winter,181
R4906,Ww 1273,Sweden,Brassica napus L.,59.2741206,15.2066011,Spring,164
R4907,Ww 1286,Sweden,Brassica napus L.,58.4166667,15.6166668,Spring,166
R4908,Ww 510,Sweden,Brassica napus L.,56.0467266,12.6943693,Winter,182
R4909,Ww 541,Sweden,Brassica napus L.,59.2370497,17.9819164,Winter,180
R4910,WW 572,Sweden,Brassica napus L.,57.7814509,14.1561842,Winter,181
R4911,Ww 608,Sweden,Brassica napus L.,58.5941863,16.1826038,Winter,182
R4912,Ww 713,Sweden,Brassica napus L.,55.7028025,13.1927347,Winter,181
R4913,Ww 738,Sweden,Brassica napus L.,63.8284245,20.2597218,Winter,183
R4914,Ww 827,Sweden,Brassica napus L.,60.6745238,17.1417408,Winter,179
R4915,Ww 843,Sweden,Brassica napus L.,57.7210078,12.9401026,Winter,185
R4916,Ww 863,Sweden,Brassica napus L.,59.1955377,17.625246,Winter,182
R4917,Ww 873,Sweden,Brassica napus L.,56.8776684,14.8090553,Winter,184
R4918,Ww 876,Sweden,Brassica napus L.,57.6553954,12.0137749,Winter,181
R4919,Ww 890,Sweden,Brassica napus L.,59.3792996,13.5035706,Winter,183
R4920,Ww 917,Sweden,Brassica napus L.,59.366608,16.5076981,Winter,183
R4921,Ww 920,Sweden,Brassica napus L.,59.4280429,17.9509315,Winter,181
R4922,Ww 930,Sweden,Brassica napus L.,59.443897,18.0687218,Winter,184
R4923,Ww 939,Sweden,Brassica napus L.,56.6744622,12.856761,Winter,184
R4924,Ww 950,Sweden,Brassica napus L.,62.3912893,17.3062992,Winter,185
R4925,Ww 953,Sweden,Brassica napus L.,65.5841501,22.1546497,Winter,182
R4926,Ww 961,Sweden,Brassica napus L.,58.2836544,12.2886372,Winter,181
R4927,Ww 969,Sweden,Brassica napus L.,63.1792043,14.6356564,Winter,183
R4928,Ww 970,Sweden,Brassica napus L.,60.4858035,15.4371424,Winter,180
R4929,Ww 989,Sweden,Brassica napus L.,59.5204002,17.9082718,Winter,183
R4930,Ww L 97,Sweden,Brassica napus L.,60.6035655,15.6259708,Winter,185
R4931,Ww 1003,Sweden,Brassica napus L.,59.1985759,17.8331718,Winter,183
R4932,1402-82,Sweden,Brassica napus L.,56.6615749,16.3616257,Winter,182
R4933,210-81,Sweden,Brassica napus L.,59.3612775,17.9711437,Winter,184
R4934,Allie,Sweden,Brassica napus L.,58.3911811,13.8450584,Winter,182
R4935,Argus,Sweden,Brassica napus L.,56.1615642,15.586606,Winter,181
R4936,Kajsa,Sweden,Brassica napus L.,56.0312875,14.1524181,Spring,178
R4937,Korall,Sweden,Brassica napus L.,59.3666667,18.1333332,Spring,177
R4938,Granit,Sweden,Brassica napus L.,64.7506673,20.952795,Spring,NA
R4939,Puma,Sweden,Brassica napus L.,58.3478392,11.9423962,Spring,175
R4940,Juno,Sweden,Brassica napus L.,58.5370581,15.0364857,Winter,182
R4941,Topas,Sweden,Brassica napus L.,57.6919468,11.9160461,Spring,166
R4942,Conny,Sweden,Brassica napus L.,57.7394984,12.1064186,Spring,167
R4943,Panter,Sweden,Brassica napus L.,55.8707964,12.830164,Winter,182
R4944,Brink,Sweden,Brassica napus L.,63.290914,18.7152538,Winter,180
R4945,Niklas (svaloef),Sweden,Brassica napus L.,58.7530045,17.0078773,Spring,167
R4946,"Emil, Ww 861",Sweden,Brassica napus L.,59.326666,14.5238609,Winter,184
R4947,Sv Gulliver,Sweden,Brassica napus L.,59.4794352,18.2996712,Spring,167
R4948,Flora,Sweden,Brassica napus L.,59.5343615,18.0775852,Winter,184
R4949,Olivia,Sweden,Brassica napus L.,57.1055683,12.2507753,Spring,170
R4950,Fora,Sweden,Brassica napus L.,55.375136,13.1569109,Winter,183
R4951,Magnum,Sweden,Brassica napus L.,59.310527,18.1637154,Winter,184
R4952,Ww 1023,Sweden,Brassica napus L.,57.9303341,12.5334473,Winter,NA
R4953,Global,Sweden,Brassica napus L.,58.5051747,13.1576509,Spring,171
R4954,Gulle,Sweden,Brassica napus L.,59.4226784,17.8350811,Spring,166
R4955,Gulliver,Sweden,Brassica napus L.,59.6166667,17.8500004,Spring,162
R4956,Hanna,Sweden,Brassica napus L.,56.2428014,12.8621902,Spring,162
R4957,Heimer,Sweden,Brassica napus L.,60.6166667,16.7666664,Winter,167
R4958,Hektor,Sweden,Brassica napus L.,65.3171748,21.4794407,Winter,179
R4959,Herkules,Sweden,Brassica napus L.,57.6408932,18.2960243,Winter,178
R4960,Hg 9051,Sweden,Brassica napus L.,58.3807485,12.3233986,Winter,184
R4961,Jupiter,Sweden,Brassica napus L.,57.870962,11.9805374,Winter,183
R4962,Karab,Sweden,Brassica napus L.,58.9958694,16.2072048,Winter,181
R4963,Magnus,Sweden,Brassica napus L.,57.7583974,16.6373348,Winter,182
R4964,Margo,Sweden,Brassica napus L.,59.636067,17.0776787,Winter,NA
R4965,"Matador, Sval?fs Matador",Sweden,Brassica napus L.,57.4871855,12.0761204,Winter,184
R4966,Niclos,Sweden,Brassica napus L.,56.9055168,12.4911757,Spring,164
R4967,Norde,Sweden,Brassica napus L.,65.8251808,21.6886425,Winter,168
R4968,Olga,Sweden,Brassica napus L.,56.1706024,14.8618841,Spring,161
R4969,Omega,Sweden,Brassica napus L.,67.8557214,20.225132,Spring,166
R4970,"Optima, Dp 19-29",Sweden,Brassica napus L.,57.1860415,14.0400124,Spring,165
R4971,Orion,Sweden,Brassica napus L.,59.3097768,14.1080761,Winter,168
R4972,"Regina, Sval?fs Regina",Sweden,Brassica napus L.,55.4296588,13.8204145,Spring,175
R4973,Rustan,Sweden,Brassica napus L.,56.1590549,13.7663841,Winter,182
R4974,Samo,Sweden,Brassica napus L.,62.6322752,17.9379387,Winter,183
R4975,Seger,Sweden,Brassica napus L.,59.7579892,18.7049637,Winter,182
R4976,Silona,Sweden,Brassica napus L.,59.5140379,15.9925528,Winter,182
R4977,Sipal,Sweden,Brassica napus L.,57.2645529,16.4483681,Winter,180
R4978,"Status, Sv 74-19",Sweden,Brassica napus L.,57.6530707,14.6967564,Winter,181
R4979,Sv 66/1109,Sweden,Brassica napus L.,57.7705068,12.2690353,Winter,185
R4980,Sv 67/8144,Sweden,Brassica napus L.,55.8392774,13.3039284,Winter,171
R4981,Sv 70/8263,Sweden,Brassica napus L.,58.1734749,13.5506811,Winter,180
R4982,Sv 716,Sweden,Brassica napus L.,58.7097125,13.8236656,Spring,162
R4983,Sv 742819,Sweden,Brassica napus L.,57.6589311,12.1179199,Winter,182
R4984,Sv 7473,Sweden,Brassica napus L.,61.7289748,17.1035786,Winter,186
R4985,Sv 7494/65,Sweden,Brassica napus L.,59.1166667,18.1000004,Winter,181
R4986,"Karat, Sv 751516",Sweden,Brassica napus L.,56.8332391,13.9408245,Spring,153
R4987,A1-Rajanpur,Pakistan,Brassica napus L.,24.8666667,67.0500031,Spring,158
R4988,A3-Swabi,Pakistan,Brassica napus L.,31.5497222,74.3436127,Spring,157
R4989,A4-Nowshera,Pakistan,Brassica napus L.,31.4166667,73.0833359,Semi-winter,NA
R4990,A8-Lasbela,Pakistan,Brassica napus L.,33.6,73.0666656,Semi-winter,125
R4991,A9-Laki,Pakistan,Brassica napus L.,30.1955556,71.4752808,Semi-winter,125
R4992,A11-Hassan Abdal,Pakistan,Brassica napus L.,25.3666667,68.3666687,Semi-winter,NA
R4993,A12-Kohat,Pakistan,Brassica napus L.,32.15,74.1833344,Spring,125
R4994,B1-Kusur,Pakistan,Brassica napus L.,34.0077778,71.5733337,Spring,NA
R4995,B2-Dado kandao,Pakistan,Brassica napus L.,30.1872222,67.0124969,Spring,125
R4996,B3-Marda,Pakistan,Brassica napus L.,33.6100446,73.059082,Spring,125
R4997,B4-Abba khel,Pakistan,Brassica napus L.,29.4,71.6833344,Semi-winter,NA
R4998,B5-Peshawar,Pakistan,Brassica napus L.,32.0836111,72.6711121,Semi-winter,168
R4999,B6-Islamsbad,Pakistan,Brassica napus L.,32.5,74.5166702,Semi-winter,165
R5000,B7-Takht Nusrati,Pakistan,Brassica napus L.,27.7,68.8666687,Semi-winter,166
R5001,B8-Narowal,Pakistan,Brassica napus L.,27.55,68.2166672,Semi-winter,165
R5002,B9-Okara,Pakistan,Brassica napus L.,31.7130556,73.9783325,Spring,158
R5003,B10-Dara,Pakistan,Brassica napus L.,31.2741667,72.3119431,Spring,158
R5004,B11-Swabi,Pakistan,Brassica napus L.,32.5666667,74.0833359,Spring,152
R5005,B12-Rawalpindi,Pakistan,Brassica napus L.,34.1983333,72.0458298,Spring,153
R5006,C1-Tank,Pakistan,Brassica napus L.,31.1155556,74.4466629,Semi-winter,157
R5007,C2-Islamsbad,Pakistan,Brassica napus L.,30.0561111,70.6344452,Spring,153
R5008,C3-Haripur,Pakistan,Brassica napus L.,30.6666667,73.0999985,Spring,160
R5009,C4-Nowshera,Pakistan,Brassica napus L.,26.25,68.4166641,Spring,155
R5010,C5-Batgram,Pakistan,Brassica napus L.,34.7761111,72.3611145,Semi-winter,154
R5011,C6-Charat,Pakistan,Brassica napus L.,30.8080556,73.4458313,Spring,NA
R5012,C7-Mianwali,Pakistan,Brassica napus L.,25.5333333,69,Semi-winter,158
R5013,C8-Bannu,Pakistan,Brassica napus L.,31.72,72.9788895,Spring,157
R5014,C9-Nowshera,Pakistan,Brassica napus L.,31.9744444,74.2244415,Spring,150
R5015,C10-Laki,Pakistan,Brassica napus L.,28.3,70.1333313,Spring,162
R5016,C11-Charsadda,Pakistan,Brassica napus L.,30.1666667,72.6500015,Spring,162
R5017,D1-Narowal,Pakistan,Brassica napus L.,28.2838889,68.4361115,Semi-winter,153
R5018,D2-Okara,Pakistan,Brassica napus L.,30.0666667,71.1999969,Semi-winter,153
R5019,D4-Rawalpindi,Pakistan,Brassica napus L.,31.8025,74.2616653,Spring,153
R5020,D5-Batgram,Pakistan,Brassica napus L.,32.9333333,73.7333298,Spring,162
R5021,D6-Swat,Pakistan,Brassica napus L.,27.95,68.6333313,Spring,157
R5022,D7-Risalpur,Pakistan,Brassica napus L.,32.0666667,73.6833344,Spring,156
R5023,D8-Chamkani,Pakistan,Brassica napus L.,33.5869444,71.4422226,Spring,157
R5024,D9-Tarnol,Pakistan,Brassica napus L.,28.65,70.6500015,Semi-winter,153
R5025,D10-Wazir abad,Pakistan,Brassica napus L.,27.8,66.6166687,Semi-winter,165
R5026,D11-Shabqadar,Pakistan,Brassica napus L.,26.7333333,67.7833328,Spring,165
R5027,D12-Khairabad,Pakistan,Brassica napus L.,31.15,72.6833344,Spring,159
R5028,E1-Kurram Agency,Pakistan,Brassica napus L.,32.5833333,73.5,Spring,157
R5029,Brassica napus L. subsp. napus var. napus f. annua (Schübl. & Mart.) Thell.,Pakistan,Brassica napus L.,25.4666667,68.7166672,Spring,157
R5030,zheshuang-72,China,Brassica napus L.,30.26,120.19,Semi-winter,173
R5031,zheda-619,China,Brassica napus L.,30.43,120.3,Semi-winter,168
R5032,zheshuang-758,China,Brassica napus L.,30.07,119.95,Semi-winter,162
R5033,huyouqing,China,Brassica napus L.,31.23039,121.473702,Semi-winter,172
R5034,IOC 84-24016,China,Brassica napus L.,31.212535,121.505293,Semi-winter,164
R5035,xuyou-1 (gan),China,Brassica napus L.,26.862167,114.392145,Semi-winter,156
R5036,yu106,China,Brassica napus L.,33.61046,110.356667,Semi-winter,164
R5037,xiang5708A,China,Brassica napus L.,27.015535,111.850808,Semi-winter,175
R5038,xiang2w019,China,Brassica napus L.,27.737465,112.971413,Semi-winter,165
R5039,e077,China,Brassica napus L.,30.592849,114.305539,Semi-winter,166
R5040,luojing-1,China,Brassica napus L.,31.348679,121.447615,Semi-winter,176
R5041,hu791,China,Brassica napus L.,31.416678,121.240248,Semi-winter,177
R5042,huR4190,China,Brassica napus L.,31.049137,121.188063,Semi-winter,162
R5043,78251,China,Brassica napus L.,29.49,119.27,Semi-winter,161
R5044,hu135,China,Brassica napus L.,31.186692,121.428389,Semi-winter,167
R5045,chuan205,China,Brassica napus L.,30.645216,104.089466,Spring,156
R5046,xiangyou3145,China,Brassica napus L.,25.993061,112.378152,Semi-winter,153
R5047,meijian-1,China,Brassica napus L.,30.153361,88.787868,Spring,166
R5048,fuyou-4,China,Brassica napus L.,47.121647,128.738231,Semi-winter,166
R5049,fuyou-2,China,Brassica napus L.,25.9558,118.767201,Spring,159
R5050,gan7515,China,Brassica napus L.,27.160697,115.089777,Semi-winter,161
R5051,xiangyang85-16,China,Brassica napus L.,26.544755,110.422585,Semi-winter,157
R5052,gan75-1,China,Brassica napus L.,27.194904,114.666804,Semi-winter,157
R5053,zhongshuang-6,China,Brassica napus L.,30.564088,114.313993,Semi-winter,161
R5054,zhongshuang-9,China,Brassica napus L.,30.606649,114.440335,Semi-winter,170
R5055,zheshuang758,China,Brassica napus L.,30.23,119.72,Semi-winter,165
R5056,ZAAS-M4,China,Brassica napus L.,30.16,120.25,Semi-winter,159
R5057,ZAAS-M5,China,Brassica napus L.,29.8,119.64,Semi-winter,170
R5058,ZAAS-M6,China,Brassica napus L.,29.61,119.05,Semi-winter,154
R5059,ZAAS-M7,China,Brassica napus L.,29.86,121.56,Semi-winter,153
R5060,ZAAS-M8,China,Brassica napus L.,29.96,121.72,Semi-winter,159
R5061,ZAAS-M20,China,Brassica napus L.,28.01,120.65,Semi-winter,160
R5062,ZAAS-M22,China,Brassica napus L.,28.01,120.65,Semi-winter,161
R5063,ZAAS-M26,China,Brassica napus L.,28.16,120.68,Semi-winter,162
R5064,ZAAS-M27,China,Brassica napus L.,27.84,121.12,Semi-winter,163
R5065,ZAAS-M28,China,Brassica napus L.,27.68,120.55,Semi-winter,167
R5066,ZAAS-M30,China,Brassica napus L.,27.57,119.7,Semi-winter,167
R5067,ZAAS-M39,China,Brassica napus L.,28.14,120.94,Semi-winter,165
R5068,ZAAS-M41,China,Brassica napus L.,27.8,120.62,Semi-winter,169
R5069,ZAAS-M43-2,China,Brassica napus L.,27.08,120.08,Semi-winter,168
R5070,ZAAS-M44,China,Brassica napus L.,27.53,120.36,Semi-winter,166
R5071,ZAAS-M57,China,Brassica napus L.,30.86,120.1,Semi-winter,165
R5072,ZAAS-M60,China,Brassica napus L.,30.7,121.02,Semi-winter,165
R5073,ZAAS-M61,China,Brassica napus L.,30.64,120.54,Semi-winter,165
R5074,ZAAS-M62,China,Brassica napus L.,30.68,119.68,Semi-winter,173
R5075,ZAAS-M66,China,Brassica napus L.,30.84,120.92,Semi-winter,171
R5076,ZAAS-M68,China,Brassica napus L.,30.77,120.76,Semi-winter,171
R5077,ZAAS-M70,China,Brassica napus L.,30.53,120.92,Semi-winter,166
R5078,ZAAS-M71,China,Brassica napus L.,30.53,120.69,Semi-winter,165
R5079,ZAAS-M72,China,Brassica napus L.,30.54,120.08,Semi-winter,167
R5080,ZAAS-M74,China,Brassica napus L.,30.01,119.91,Semi-winter,163
R5081,gaoyou605-p,China,Brassica napus L.,30.03,122.11,Semi-winter,166
R5082,ZAAS-MS-4-12,China,Brassica napus L.,30.26,122.2,Semi-winter,165
R5083,ZAAS-MS-4-40,China,Brassica napus L.,30.72,122.45,Semi-winter,157
R5084,ZAAS-MS-4-11,China,Brassica napus L.,29.97,122.3,Semi-winter,168
R5085,ZAAS-MS-14,China,Brassica napus L.,29.86,121.56,Semi-winter,165
R5086,ZAAS-MS-19,China,Brassica napus L.,29.48,121.8,Semi-winter,176
R5087,ZAAS-MS-26,China,Brassica napus L.,29.66,121.41,Semi-winter,167
R5088,ZAAS-MS-31,China,Brassica napus L.,30.18,121.23,Semi-winter,168
R5089,ZAAS-MS-32,China,Brassica napus L.,29.3,121.42,Semi-winter,173
R5123,ZAAS-MS-38,China,Brassica napus L.,30.04,121.16,Semi-winter,154
R5124,ZAAS-MS-51,China,Brassica napus L.,30.01,120.58,Semi-winter,173
R5125,ZAAS-MS-56,China,Brassica napus L.,29.49,120.89,Semi-winter,174
R5126,ZAAS-MS-84(594),China,Brassica napus L.,29.71,120.23,Semi-winter,160
R5127,ZAAS-MS-84(596),China,Brassica napus L.,30.03,120.87,Semi-winter,174
R5128,ZAAS-MS-84(620),China,Brassica napus L.,29.6,120.81,Semi-winter,162
R5129,ZAAS-MS-88,China,Brassica napus L.,28.67,121.44,Semi-winter,153
R5130,ZAAS-MS-96,China,Brassica napus L.,28.8,121.13,Semi-winter,162
R5131,ZAAS-M-34,China,Brassica napus L.,29.11,121.38,Semi-winter,165
R5132,8424016,China,Brassica napus L.,31.139687,121.502547,Semi-winter,166
R5090,yu106,China,Brassica napus L.,34.29043,113.382355,Winter,179
R5091,xiang5708A,China,Brassica napus L.,27.795792,110.400613,Semi-winter,157
R5092,xiang2W019,China,Brassica napus L.,27.367332,111.235573,Semi-winter,155
R5093,zhongyoukuo077（F1）,China,Brassica napus L.,31.499371,112.081765,Semi-winter,167
R5094,luojing-2,China,Brassica napus L.,31.139687,120.502547,Semi-winter,149
R5095,28856,China,Brassica napus L.,30.139687,122.502547,Semi-winter,177
R5096,78251,China,Brassica napus L.,27.36,122.36,Semi-winter,157
R5097,zhejiang619,China,Brassica napus L.,28.36,121.36,Winter,NA
R5098,zhongshuang-8,China,Brassica napus L.,30.482248,114.026101,Semi-winter,165
R5099,gaoyou605,China,Brassica napus L.,28.45,119.92,Semi-winter,155
R5100,fudan-135,China,Brassica napus L.,31.079722,121.438002,Semi-winter,165
R5101,chuanS-205,China,Brassica napus L.,30.263803,102.805475,Semi-winter,165
R5102,meijian-2,China,Brassica napus L.,30.916793,91.833718,Spring,161
R5103,fuyou-2,China,Brassica napus L.,26.103879,118.975941,Semi-winter,NA
R5104,gan7515,China,Brassica napus L.,27.726193,114.458063,Semi-winter,165
R5105,xiang85-16,China,Brassica napus L.,26.544755,110.422585,Semi-winter,162
R5106,gan75-1,China,Brassica napus L.,27.507164,113.908747,Semi-winter,172
R5107,zhamashebabao,China,Brassica napus L.,29.817251,90.954812,Semi-winter,165
R5108,zhongshuang11,China,Brassica napus L.,31.293061,111.609109,Semi-winter,166
R5109,ZY511,China,Brassica napus L.,31.499371,111.081765,Semi-winter,166
R5110,ZY036,China,Brassica napus L.,30.501181,113.542702,Semi-winter,171
R5111,jisen1311,Germany,Brassica napus L.,49.8705556,8.6494446,Spring,163
R5112,zheshuang72,China,Brassica napus L.,28.85,120.73,Semi-winter,169
R5113,zheshuang758,China,Brassica napus L.,29.15,121.03,Semi-winter,165
R5114,gaoyou605,China,Brassica napus L.,28.64,121.27,Semi-winter,166
R5115,92-13-58,China,Brassica napus L.,28.14,121.23,Semi-winter,169
R5116,NIL1,China,Brassica napus L.,33.140172,119.788925,Semi-winter,168
R5117,NIL9,China,Brassica napus L.,32.849806,119.316517,Semi-winter,168
R5118,zheyou50-1,China,Brassica napus L.,28.45,120.28,Semi-winter,167
R5119,CR 281,China,Brassica napus L.,36.062825,97.72239,Winter,182
R5120,CR 2237,China,Brassica napus L.,35.241541,98.13987,Spring,161
R5121,CR 3254,China,Brassica napus L.,36.717271,103.391335,Semi-winter,167
R5122,CR 2264,China,Brassica napus L.,35.49239,104.028542,Spring,164
R5133,shenyouza202,China,Brassica napus L.,32.115571,111.081765,Semi-winter,176
R5134,J22,China,Brassica napus L.,31.83599,111.872781,Semi-winter,155
R5135,CH35-11,China,Brassica napus L.,31.010999,111.631081,Semi-winter,166
